network_element_id,metric,start,end,duration_periods,duration_hours,worst_value,mean_value,threshold,breach_direction
SITE_B,availability_pct,2025-01-07 01:00:00,2025-01-07 02:15:00,6,1.5,98.968,99.2255,99.5,below
SITE_B,availability_pct,2025-01-06 08:30:00,2025-01-06 09:45:00,6,1.5,98.853,99.1742,99.5,below
SITE_H,availability_pct,2025-01-11 06:30:00,2025-01-11 07:45:00,6,1.5,99.103,99.3023,99.5,below
SITE_F,availability_pct,2025-01-12 00:30:00,2025-01-12 01:45:00,6,1.5,99.018,99.2485,99.5,below
SITE_F,availability_pct,2025-01-20 21:15:00,2025-01-20 22:30:00,6,1.5,98.871,99.1923,99.5,below
SITE_H,availability_pct,2025-01-16 02:00:00,2025-01-16 03:15:00,6,1.5,91.496,93.2752,99.5,below
SITE_H,availability_pct,2025-01-14 01:00:00,2025-01-14 02:15:00,6,1.5,99.085,99.301,99.5,below
SITE_H,availability_pct,2025-01-13 18:15:00,2025-01-13 19:30:00,6,1.5,98.856,99.134,99.5,below
SITE_A,availability_pct,2025-01-12 17:00:00,2025-01-12 18:15:00,6,1.5,99.143,99.3055,99.5,below
SITE_K,availability_pct,2025-01-23 01:00:00,2025-01-23 02:15:00,6,1.5,99.043,99.2717,99.5,below
SITE_K,availability_pct,2025-01-20 06:00:00,2025-01-20 07:15:00,6,1.5,99.401,99.4377,99.5,below
SITE_K,availability_pct,2025-01-23 19:30:00,2025-01-23 20:45:00,6,1.5,99.015,99.2242,99.5,below
SITE_K,availability_pct,2025-01-23 13:15:00,2025-01-23 14:30:00,6,1.5,99.184,99.3207,99.5,below
SITE_H,availability_pct,2025-01-18 23:00:00,2025-01-19 00:15:00,6,1.5,98.959,99.1682,99.5,below
SITE_B,availability_pct,2025-01-28 01:15:00,2025-01-28 02:30:00,6,1.5,98.812,99.0547,99.5,below
SITE_F,availability_pct,2025-01-13 20:15:00,2025-01-13 21:30:00,6,1.5,99.06,99.2633,99.5,below
SITE_F,availability_pct,2025-01-09 06:30:00,2025-01-09 07:45:00,6,1.5,99.027,99.2383,99.5,below
SITE_F,availability_pct,2025-01-08 05:45:00,2025-01-08 07:00:00,6,1.5,99.049,99.2557,99.5,below
SITE_B,availability_pct,2025-01-28 15:45:00,2025-01-28 17:00:00,6,1.5,98.901,99.257,99.5,below
SITE_H,availability_pct,2025-01-16 11:15:00,2025-01-16 12:30:00,6,1.5,98.98,99.3298,99.5,below
SITE_H,availability_pct,2025-01-27 03:15:00,2025-01-27 04:30:00,6,1.5,98.743,99.208,99.5,below
SITE_H,availability_pct,2025-01-26 00:45:00,2025-01-26 02:00:00,6,1.5,98.983,99.3128,99.5,below
SITE_C,availability_pct,2025-01-26 22:45:00,2025-01-27 00:00:00,6,1.5,99.02,99.2073,99.5,below
SITE_D,availability_pct,2025-01-02 22:45:00,2025-01-03 00:00:00,6,1.5,99.144,99.261,99.5,below
SITE_D,availability_pct,2025-01-02 08:45:00,2025-01-02 10:00:00,6,1.5,98.929,99.3243,99.5,below
SITE_D,availability_pct,2025-01-01 23:45:00,2025-01-02 01:00:00,6,1.5,98.989,99.3273,99.5,below
SITE_K,availability_pct,2025-01-12 16:00:00,2025-01-12 17:15:00,6,1.5,99.115,99.3433,99.5,below
SITE_A,availability_pct,2025-01-13 05:00:00,2025-01-13 06:15:00,6,1.5,98.877,99.257,99.5,below
SITE_A,availability_pct,2025-01-12 22:45:00,2025-01-13 00:00:00,6,1.5,99.212,99.3645,99.5,below
SITE_H,availability_pct,2025-01-25 09:30:00,2025-01-25 10:45:00,6,1.5,99.045,99.2692,99.5,below
SITE_H,availability_pct,2025-01-24 10:15:00,2025-01-24 11:30:00,6,1.5,99.047,99.319,99.5,below
SITE_B,availability_pct,2025-01-03 15:00:00,2025-01-03 16:15:00,6,1.5,99.243,99.3495,99.5,below
SITE_H,availability_pct,2025-01-29 15:00:00,2025-01-29 16:15:00,6,1.5,99.065,99.2715,99.5,below
SITE_E,availability_pct,2025-01-30 06:00:00,2025-01-30 07:15:00,6,1.5,99.016,99.1853,99.5,below
SITE_E,availability_pct,2025-01-24 06:00:00,2025-01-24 07:15:00,6,1.5,99.118,99.2938,99.5,below
SITE_E,availability_pct,2025-01-24 00:45:00,2025-01-24 02:00:00,6,1.5,98.822,99.2592,99.5,below
SITE_E,availability_pct,2025-01-30 15:45:00,2025-01-30 17:00:00,6,1.5,99.076,99.3163,99.5,below
SITE_K,availability_pct,2025-01-07 10:15:00,2025-01-07 11:30:00,6,1.5,98.907,99.1467,99.5,below
SITE_K,availability_pct,2025-01-04 13:00:00,2025-01-04 14:15:00,6,1.5,98.49,99.159,99.5,below
SITE_K,availability_pct,2025-01-15 16:30:00,2025-01-15 17:45:00,6,1.5,99.012,99.2693,99.5,below
SITE_K,availability_pct,2025-01-14 02:15:00,2025-01-14 03:30:00,6,1.5,98.906,99.2798,99.5,below
SITE_E,availability_pct,2025-01-18 17:45:00,2025-01-18 19:00:00,6,1.5,98.786,99.1717,99.5,below
SITE_E,availability_pct,2025-01-18 13:45:00,2025-01-18 15:00:00,6,1.5,99.144,99.24,99.5,below
SITE_E,availability_pct,2025-01-26 01:15:00,2025-01-26 02:30:00,6,1.5,99.082,99.1947,99.5,below
SITE_E,availability_pct,2025-01-25 17:30:00,2025-01-25 18:45:00,6,1.5,98.85,99.1372,99.5,below
SITE_I,availability_pct,2025-01-04 15:00:00,2025-01-04 16:15:00,6,1.5,98.869,99.182,99.5,below
SITE_I,availability_pct,2025-01-13 01:30:00,2025-01-13 02:45:00,6,1.5,99.055,99.2635,99.5,below
SITE_E,availability_pct,2025-01-11 00:45:00,2025-01-11 02:00:00,6,1.5,99.114,99.3292,99.5,below
SITE_E,availability_pct,2025-01-23 11:30:00,2025-01-23 12:45:00,6,1.5,98.745,99.1833,99.5,below
SITE_E,availability_pct,2025-01-20 12:00:00,2025-01-20 13:15:00,6,1.5,99.133,99.3022,99.5,below
SITE_I,availability_pct,2025-01-10 17:30:00,2025-01-10 18:45:00,6,1.5,99.356,99.4098,99.5,below
SITE_I,availability_pct,2025-01-19 22:45:00,2025-01-20 00:00:00,6,1.5,98.837,99.2272,99.5,below
SITE_I,availability_pct,2025-01-19 06:00:00,2025-01-19 07:15:00,6,1.5,99.325,99.4142,99.5,below
SITE_I,availability_pct,2025-01-18 02:00:00,2025-01-18 03:15:00,6,1.5,98.977,99.2425,99.5,below
SITE_I,availability_pct,2025-01-16 17:00:00,2025-01-16 18:15:00,6,1.5,99.042,99.2783,99.5,below
SITE_I,availability_pct,2025-01-15 10:15:00,2025-01-15 11:30:00,6,1.5,98.815,99.2757,99.5,below
SITE_A,availability_pct,2025-01-26 00:00:00,2025-01-26 01:15:00,6,1.5,98.925,99.2468,99.5,below
SITE_I,availability_pct,2025-01-26 03:00:00,2025-01-26 04:15:00,6,1.5,99.128,99.3277,99.5,below
SITE_C,availability_pct,2025-01-02 04:30:00,2025-01-02 05:45:00,6,1.5,98.757,99.2077,99.5,below
SITE_C,availability_pct,2025-01-02 02:30:00,2025-01-02 03:45:00,6,1.5,99.224,99.3725,99.5,below
SITE_E,availability_pct,2025-01-15 12:30:00,2025-01-15 13:45:00,6,1.5,99.033,99.2132,99.5,below
SITE_I,availability_pct,2025-01-21 13:30:00,2025-01-21 14:45:00,6,1.5,99.013,99.2297,99.5,below
SITE_I,availability_pct,2025-01-21 09:45:00,2025-01-21 11:00:00,6,1.5,99.047,99.2475,99.5,below
SITE_J,availability_pct,2025-01-24 18:15:00,2025-01-24 19:30:00,6,1.5,98.97,99.2592,99.5,below
SITE_J,availability_pct,2025-01-24 08:15:00,2025-01-24 09:30:00,6,1.5,98.869,99.1427,99.5,below
SITE_K,availability_pct,2025-01-02 01:45:00,2025-01-02 03:00:00,6,1.5,99.242,99.3848,99.5,below
SITE_K,availability_pct,2025-01-01 15:00:00,2025-01-01 16:15:00,6,1.5,99.026,99.2272,99.5,below
SITE_D,availability_pct,2025-01-11 22:45:00,2025-01-12 00:00:00,6,1.5,99.019,99.168,99.5,below
SITE_D,availability_pct,2025-01-11 17:15:00,2025-01-11 18:30:00,6,1.5,98.975,99.2167,99.5,below
SITE_A,availability_pct,2025-01-19 21:00:00,2025-01-19 22:15:00,6,1.5,99.002,99.1863,99.5,below
SITE_J,availability_pct,2025-01-17 00:45:00,2025-01-17 02:00:00,6,1.5,98.68,99.0967,99.5,below
SITE_J,availability_pct,2025-01-26 08:45:00,2025-01-26 10:00:00,6,1.5,99.092,99.3227,99.5,below
SITE_J,availability_pct,2025-01-25 13:15:00,2025-01-25 14:30:00,6,1.5,99.109,99.2882,99.5,below
SITE_J,availability_pct,2025-01-25 00:45:00,2025-01-25 02:00:00,6,1.5,98.898,99.1168,99.5,below
SITE_D,availability_pct,2025-01-18 02:15:00,2025-01-18 03:30:00,6,1.5,99.092,99.2752,99.5,below
SITE_E,availability_pct,2025-01-06 16:45:00,2025-01-06 18:00:00,6,1.5,98.954,99.201,99.5,below
SITE_C,availability_pct,2025-01-03 10:45:00,2025-01-03 12:00:00,6,1.5,99.142,99.2753,99.5,below
SITE_J,availability_pct,2025-01-06 04:15:00,2025-01-06 05:30:00,6,1.5,98.871,99.254,99.5,below
SITE_J,availability_pct,2025-01-04 21:15:00,2025-01-04 22:30:00,6,1.5,99.07,99.3178,99.5,below
SITE_J,availability_pct,2025-01-03 21:00:00,2025-01-03 22:15:00,6,1.5,98.972,99.209,99.5,below
SITE_J,availability_pct,2025-01-02 01:00:00,2025-01-02 02:15:00,6,1.5,98.968,99.1362,99.5,below
SITE_D,availability_pct,2025-01-26 07:00:00,2025-01-26 08:15:00,6,1.5,98.706,99.2307,99.5,below
SITE_C,availability_pct,2025-01-01 19:30:00,2025-01-01 20:45:00,6,1.5,98.827,99.214,99.5,below
SITE_B,availability_pct,2025-01-30 04:00:00,2025-01-30 05:15:00,6,1.5,99.098,99.26,99.5,below
SITE_B,availability_pct,2025-01-29 17:30:00,2025-01-29 18:45:00,6,1.5,99.073,99.2638,99.5,below
SITE_E,availability_pct,2025-01-04 12:15:00,2025-01-04 13:30:00,6,1.5,98.951,99.255,99.5,below
SITE_A,availability_pct,2025-01-25 02:00:00,2025-01-25 03:15:00,6,1.5,99.11,99.2862,99.5,below
SITE_J,availability_pct,2025-01-24 00:30:00,2025-01-24 01:45:00,6,1.5,98.783,99.2627,99.5,below
SITE_D,availability_pct,2025-01-22 03:30:00,2025-01-22 04:45:00,6,1.5,99.138,99.3207,99.5,below
SITE_A,availability_pct,2025-01-21 09:00:00,2025-01-21 10:15:00,6,1.5,98.958,99.273,99.5,below
SITE_J,availability_pct,2025-01-10 01:00:00,2025-01-10 02:15:00,6,1.5,98.96,99.2742,99.5,below
SITE_D,availability_pct,2025-01-30 20:45:00,2025-01-30 22:00:00,6,1.5,98.901,99.251,99.5,below
SITE_D,availability_pct,2025-01-30 03:45:00,2025-01-30 05:00:00,6,1.5,99.039,99.3347,99.5,below
SITE_D,availability_pct,2025-01-29 10:45:00,2025-01-29 12:00:00,6,1.5,98.9,99.1477,99.5,below
SITE_D,availability_pct,2025-01-28 08:15:00,2025-01-28 09:30:00,6,1.5,99.013,99.2873,99.5,below
SITE_G,availability_pct,2025-01-21 22:45:00,2025-01-22 00:00:00,6,1.5,99.04,99.3547,99.5,below
SITE_G,availability_pct,2025-01-21 08:15:00,2025-01-21 09:30:00,6,1.5,99.133,99.2115,99.5,below
SITE_L,availability_pct,2025-01-01 06:00:00,2025-01-01 07:15:00,6,1.5,98.924,99.2838,99.5,below
SITE_L,availability_pct,2025-01-10 03:00:00,2025-01-10 04:15:00,6,1.5,99.024,99.2833,99.5,below
SITE_C,availability_pct,2025-01-19 07:45:00,2025-01-19 09:00:00,6,1.5,98.612,99.087,99.5,below
SITE_C,availability_pct,2025-01-17 22:15:00,2025-01-17 23:30:00,6,1.5,99.122,99.2972,99.5,below
SITE_A,availability_pct,2025-01-08 01:00:00,2025-01-08 02:15:00,6,1.5,99.222,99.3858,99.5,below
SITE_L,availability_pct,2025-01-30 01:30:00,2025-01-30 02:45:00,6,1.5,91.541,93.1367,99.5,below
SITE_G,availability_pct,2025-01-17 16:00:00,2025-01-17 17:00:00,5,1.25,99.141,99.3354,99.5,below
SITE_L,availability_pct,2025-01-29 07:30:00,2025-01-29 08:30:00,5,1.25,98.78,99.1378,99.5,below
SITE_L,availability_pct,2025-01-29 14:30:00,2025-01-29 15:30:00,5,1.25,99.178,99.2814,99.5,below
SITE_A,availability_pct,2025-01-01 09:30:00,2025-01-01 10:30:00,5,1.25,98.648,99.1704,99.5,below
SITE_L,availability_pct,2025-01-29 20:30:00,2025-01-29 21:30:00,5,1.25,99.076,99.24,99.5,below
SITE_A,availability_pct,2025-01-02 08:00:00,2025-01-02 09:00:00,5,1.25,99.316,99.4372,99.5,below
SITE_A,availability_pct,2025-01-06 23:15:00,2025-01-07 00:15:00,5,1.25,98.912,99.2154,99.5,below
SITE_B,availability_pct,2025-01-12 15:00:00,2025-01-12 16:00:00,5,1.25,99.234,99.327,99.5,below
SITE_G,availability_pct,2025-01-26 15:15:00,2025-01-26 16:15:00,5,1.25,99.014,99.2248,99.5,below
SITE_G,availability_pct,2025-01-03 20:00:00,2025-01-03 21:00:00,5,1.25,99.029,99.245,99.5,below
SITE_G,availability_pct,2025-01-07 18:30:00,2025-01-07 19:30:00,5,1.25,99.342,99.415,99.5,below
SITE_G,availability_pct,2025-01-06 22:30:00,2025-01-06 23:30:00,5,1.25,99.011,99.2892,99.5,below
SITE_B,availability_pct,2025-01-25 03:00:00,2025-01-25 04:00:00,5,1.25,99.036,99.2984,99.5,below
SITE_B,availability_pct,2025-01-24 06:45:00,2025-01-24 07:45:00,5,1.25,98.917,99.1682,99.5,below
SITE_C,availability_pct,2025-01-22 07:00:00,2025-01-22 08:00:00,5,1.25,99.208,99.3528,99.5,below
SITE_C,availability_pct,2025-01-21 21:00:00,2025-01-21 22:00:00,5,1.25,98.963,99.2978,99.5,below
SITE_L,availability_pct,2025-01-04 00:45:00,2025-01-04 01:45:00,5,1.25,99.102,99.2282,99.5,below
SITE_L,availability_pct,2025-01-03 09:00:00,2025-01-03 10:00:00,5,1.25,99.159,99.2934,99.5,below
SITE_C,availability_pct,2025-01-13 09:45:00,2025-01-13 10:45:00,5,1.25,98.574,99.0548,99.5,below
SITE_L,availability_pct,2025-01-19 21:30:00,2025-01-19 22:30:00,5,1.25,99.283,99.3618,99.5,below
SITE_L,availability_pct,2025-01-19 13:30:00,2025-01-19 14:30:00,5,1.25,98.74,99.156,99.5,below
SITE_L,availability_pct,2025-01-18 07:45:00,2025-01-18 08:45:00,5,1.25,99.343,99.4128,99.5,below
SITE_L,availability_pct,2025-01-17 13:45:00,2025-01-17 14:45:00,5,1.25,98.733,99.19,99.5,below
SITE_J,availability_pct,2025-01-22 10:15:00,2025-01-22 11:15:00,5,1.25,98.889,99.1666,99.5,below
SITE_J,availability_pct,2025-01-21 02:00:00,2025-01-21 03:00:00,5,1.25,99.07,99.2254,99.5,below
SITE_D,availability_pct,2025-01-23 17:00:00,2025-01-23 18:00:00,5,1.25,98.945,99.2416,99.5,below
SITE_D,availability_pct,2025-01-21 20:15:00,2025-01-21 21:15:00,5,1.25,99.13,99.2492,99.5,below
SITE_D,availability_pct,2025-01-21 17:45:00,2025-01-21 18:45:00,5,1.25,98.567,99.1138,99.5,below
SITE_A,availability_pct,2025-01-21 18:15:00,2025-01-21 19:15:00,5,1.25,99.006,99.3032,99.5,below
SITE_J,availability_pct,2025-01-13 00:30:00,2025-01-13 01:30:00,5,1.25,99.241,99.338,99.5,below
SITE_J,availability_pct,2025-01-11 22:45:00,2025-01-11 23:45:00,5,1.25,99.118,99.2636,99.5,below
SITE_D,availability_pct,2025-01-20 08:15:00,2025-01-20 09:15:00,5,1.25,98.778,99.2582,99.5,below
SITE_D,availability_pct,2025-01-29 15:15:00,2025-01-29 16:15:00,5,1.25,99.287,99.3722,99.5,below
SITE_D,availability_pct,2025-01-29 04:15:00,2025-01-29 05:15:00,5,1.25,99.268,99.3508,99.5,below
SITE_D,availability_pct,2025-01-28 12:45:00,2025-01-28 13:45:00,5,1.25,99.123,99.36,99.5,below
SITE_J,availability_pct,2025-01-09 00:00:00,2025-01-09 01:00:00,5,1.25,98.886,99.2432,99.5,below
SITE_J,availability_pct,2025-01-08 10:45:00,2025-01-08 11:45:00,5,1.25,99.037,99.1498,99.5,below
SITE_J,availability_pct,2025-01-16 05:45:00,2025-01-16 06:45:00,5,1.25,98.982,99.2794,99.5,below
SITE_G,availability_pct,2025-01-22 06:45:00,2025-01-22 07:45:00,5,1.25,99.153,99.2864,99.5,below
SITE_C,availability_pct,2025-01-02 01:00:00,2025-01-02 02:00:00,5,1.25,99.123,99.3038,99.5,below
SITE_B,availability_pct,2025-01-30 02:30:00,2025-01-30 03:30:00,5,1.25,99.275,99.3812,99.5,below
SITE_E,availability_pct,2025-01-04 10:15:00,2025-01-04 11:15:00,5,1.25,99.017,99.315,99.5,below
SITE_E,availability_pct,2025-01-03 20:00:00,2025-01-03 21:00:00,5,1.25,98.99,99.2558,99.5,below
SITE_E,availability_pct,2025-01-03 06:00:00,2025-01-03 07:00:00,5,1.25,99.014,99.2342,99.5,below
SITE_A,availability_pct,2025-01-22 17:45:00,2025-01-22 18:45:00,5,1.25,99.217,99.3476,99.5,below
SITE_A,availability_pct,2025-01-22 13:15:00,2025-01-22 14:15:00,5,1.25,99.009,99.3152,99.5,below
SITE_A,availability_pct,2025-01-22 02:45:00,2025-01-22 03:45:00,5,1.25,99.095,99.3252,99.5,below
SITE_J,availability_pct,2025-01-16 01:45:00,2025-01-16 02:45:00,5,1.25,98.841,99.177,99.5,below
SITE_J,availability_pct,2025-01-15 22:15:00,2025-01-15 23:15:00,5,1.25,98.992,99.187,99.5,below
SITE_J,availability_pct,2025-01-14 21:30:00,2025-01-14 22:30:00,5,1.25,99.057,99.2092,99.5,below
SITE_J,availability_pct,2025-01-14 18:00:00,2025-01-14 19:00:00,5,1.25,98.798,99.185,99.5,below
SITE_A,availability_pct,2025-01-23 23:30:00,2025-01-24 00:30:00,5,1.25,98.907,99.2334,99.5,below
SITE_J,availability_pct,2025-01-23 18:30:00,2025-01-23 19:30:00,5,1.25,98.833,99.2648,99.5,below
SITE_J,availability_pct,2025-01-23 12:00:00,2025-01-23 13:00:00,5,1.25,98.751,99.1438,99.5,below
SITE_J,availability_pct,2025-01-22 22:45:00,2025-01-22 23:45:00,5,1.25,99.033,99.172,99.5,below
SITE_D,availability_pct,2025-01-18 07:15:00,2025-01-18 08:15:00,5,1.25,99.216,99.2904,99.5,below
SITE_D,availability_pct,2025-01-17 01:15:00,2025-01-17 02:15:00,5,1.25,98.771,99.0658,99.5,below
SITE_D,availability_pct,2025-01-15 21:15:00,2025-01-15 22:15:00,5,1.25,99.051,99.3216,99.5,below
SITE_I,availability_pct,2025-01-30 04:00:00,2025-01-30 05:00:00,5,1.25,99.048,99.266,99.5,below
SITE_I,availability_pct,2025-01-28 20:15:00,2025-01-28 21:15:00,5,1.25,99.138,99.3312,99.5,below
SITE_I,availability_pct,2025-01-28 17:45:00,2025-01-28 18:45:00,5,1.25,91.703,91.9254,99.5,below
SITE_B,availability_pct,2025-01-01 01:45:00,2025-01-01 02:45:00,5,1.25,99.071,99.2206,99.5,below
SITE_A,availability_pct,2025-01-30 06:30:00,2025-01-30 07:30:00,5,1.25,98.926,99.2376,99.5,below
SITE_A,availability_pct,2025-01-30 05:00:00,2025-01-30 06:00:00,5,1.25,99.129,99.3314,99.5,below
SITE_E,availability_pct,2025-01-06 11:30:00,2025-01-06 12:30:00,5,1.25,99.036,99.2196,99.5,below
SITE_E,availability_pct,2025-01-06 05:15:00,2025-01-06 06:15:00,5,1.25,99.09,99.3202,99.5,below
SITE_E,availability_pct,2025-01-05 16:15:00,2025-01-05 17:15:00,5,1.25,99.138,99.273,99.5,below
SITE_C,availability_pct,2025-01-03 03:45:00,2025-01-03 04:45:00,5,1.25,99.224,99.37,99.5,below
SITE_A,availability_pct,2025-01-28 11:15:00,2025-01-28 12:15:00,5,1.25,99.311,99.3902,99.5,below
SITE_J,availability_pct,2025-01-07 15:00:00,2025-01-07 16:00:00,5,1.25,99.336,99.3788,99.5,below
SITE_J,availability_pct,2025-01-05 01:45:00,2025-01-05 02:45:00,5,1.25,99.33,99.4216,99.5,below
SITE_A,availability_pct,2025-01-21 07:00:00,2025-01-21 08:00:00,5,1.25,99.126,99.2802,99.5,below
SITE_A,availability_pct,2025-01-20 23:45:00,2025-01-21 00:45:00,5,1.25,99.207,99.3076,99.5,below
SITE_A,availability_pct,2025-01-20 22:15:00,2025-01-20 23:15:00,5,1.25,99.204,99.329,99.5,below
SITE_D,availability_pct,2025-01-12 02:45:00,2025-01-12 03:45:00,5,1.25,99.003,99.294,99.5,below
SITE_D,availability_pct,2025-01-11 11:30:00,2025-01-11 12:30:00,5,1.25,98.854,99.2498,99.5,below
SITE_D,availability_pct,2025-01-10 15:15:00,2025-01-10 16:15:00,5,1.25,99.091,99.258,99.5,below
SITE_D,availability_pct,2025-01-10 12:00:00,2025-01-10 13:00:00,5,1.25,91.922,92.0744,99.5,below
SITE_A,availability_pct,2025-01-17 10:45:00,2025-01-17 11:45:00,5,1.25,99.217,99.3256,99.5,below
SITE_D,availability_pct,2025-01-21 16:15:00,2025-01-21 17:15:00,5,1.25,98.923,99.2812,99.5,below
SITE_J,availability_pct,2025-01-17 20:45:00,2025-01-17 21:45:00,5,1.25,98.884,99.2068,99.5,below
SITE_J,availability_pct,2025-01-17 19:15:00,2025-01-17 20:15:00,5,1.25,99.038,99.3116,99.5,below
SITE_A,availability_pct,2025-01-16 15:15:00,2025-01-16 16:15:00,5,1.25,99.301,99.4134,99.5,below
SITE_D,availability_pct,2025-01-10 02:45:00,2025-01-10 03:45:00,5,1.25,99.144,99.3066,99.5,below
SITE_D,availability_pct,2025-01-09 23:15:00,2025-01-10 00:15:00,5,1.25,99.077,99.3048,99.5,below
SITE_D,availability_pct,2025-01-19 22:00:00,2025-01-19 23:00:00,5,1.25,99.187,99.326,99.5,below
SITE_D,availability_pct,2025-01-19 11:00:00,2025-01-19 12:00:00,5,1.25,98.819,99.15,99.5,below
SITE_I,availability_pct,2025-01-14 11:00:00,2025-01-14 12:00:00,5,1.25,99.213,99.2698,99.5,below
SITE_I,availability_pct,2025-01-13 17:45:00,2025-01-13 18:45:00,5,1.25,98.76,99.2204,99.5,below
SITE_I,availability_pct,2025-01-12 09:45:00,2025-01-12 10:45:00,5,1.25,99.184,99.3276,99.5,below
SITE_I,availability_pct,2025-01-11 20:45:00,2025-01-11 21:45:00,5,1.25,98.883,99.162,99.5,below
SITE_E,availability_pct,2025-01-09 12:30:00,2025-01-09 13:30:00,5,1.25,99.122,99.3908,99.5,below
SITE_E,availability_pct,2025-01-22 10:15:00,2025-01-22 11:15:00,5,1.25,98.907,99.2508,99.5,below
SITE_E,availability_pct,2025-01-22 02:45:00,2025-01-22 03:45:00,5,1.25,99.054,99.3022,99.5,below
SITE_E,availability_pct,2025-01-21 21:00:00,2025-01-21 22:00:00,5,1.25,98.937,99.2146,99.5,below
SITE_E,availability_pct,2025-01-20 07:30:00,2025-01-20 08:30:00,5,1.25,98.995,99.2584,99.5,below
SITE_E,availability_pct,2025-01-20 04:30:00,2025-01-20 05:30:00,5,1.25,98.9,99.135,99.5,below
SITE_I,availability_pct,2025-01-10 05:00:00,2025-01-10 06:00:00,5,1.25,98.946,99.265,99.5,below
SITE_I,availability_pct,2025-01-18 06:30:00,2025-01-18 07:30:00,5,1.25,98.901,99.2136,99.5,below
SITE_I,availability_pct,2025-01-17 07:30:00,2025-01-17 08:30:00,5,1.25,98.916,99.2562,99.5,below
SITE_I,availability_pct,2025-01-24 20:30:00,2025-01-24 21:30:00,5,1.25,99.156,99.3264,99.5,below
SITE_E,availability_pct,2025-01-12 18:30:00,2025-01-12 19:30:00,5,1.25,98.862,99.2376,99.5,below
SITE_K,availability_pct,2025-01-02 14:00:00,2025-01-02 15:00:00,5,1.25,98.878,99.2612,99.5,below
SITE_K,availability_pct,2025-01-16 07:15:00,2025-01-16 08:15:00,5,1.25,99.093,99.3448,99.5,below
SITE_C,availability_pct,2025-01-06 23:30:00,2025-01-07 00:30:00,5,1.25,98.658,99.1172,99.5,below
SITE_D,availability_pct,2025-01-06 20:00:00,2025-01-06 21:00:00,5,1.25,99.193,99.3354,99.5,below
SITE_D,availability_pct,2025-01-06 07:45:00,2025-01-06 08:45:00,5,1.25,98.58,98.9952,99.5,below
SITE_D,availability_pct,2025-01-06 01:15:00,2025-01-06 02:15:00,5,1.25,99.233,99.2956,99.5,below
SITE_B,availability_pct,2025-01-05 19:00:00,2025-01-05 20:00:00,5,1.25,98.977,99.2894,99.5,below
SITE_B,availability_pct,2025-01-05 08:00:00,2025-01-05 09:00:00,5,1.25,98.984,99.2024,99.5,below
SITE_B,availability_pct,2025-01-05 02:45:00,2025-01-05 03:45:00,5,1.25,98.886,99.255,99.5,below
SITE_B,availability_pct,2025-01-04 03:45:00,2025-01-04 04:45:00,5,1.25,99.255,99.3734,99.5,below
SITE_I,availability_pct,2025-01-07 07:30:00,2025-01-07 08:30:00,5,1.25,99.143,99.3274,99.5,below
SITE_I,availability_pct,2025-01-06 13:30:00,2025-01-06 14:30:00,5,1.25,98.801,99.0368,99.5,below
SITE_I,availability_pct,2025-01-06 05:15:00,2025-01-06 06:15:00,5,1.25,99.03,99.2178,99.5,below
SITE_E,availability_pct,2025-01-19 02:30:00,2025-01-19 03:30:00,5,1.25,99.139,99.3332,99.5,below
SITE_E,availability_pct,2025-01-29 01:15:00,2025-01-29 02:15:00,5,1.25,99.266,99.4014,99.5,below
SITE_I,availability_pct,2025-01-05 16:15:00,2025-01-05 17:15:00,5,1.25,98.877,99.2806,99.5,below
SITE_I,availability_pct,2025-01-05 13:00:00,2025-01-05 14:00:00,5,1.25,98.99,99.1926,99.5,below
SITE_F,availability_pct,2025-01-04 18:30:00,2025-01-04 19:30:00,5,1.25,99.029,99.155,99.5,below
SITE_F,availability_pct,2025-01-03 21:15:00,2025-01-03 22:15:00,5,1.25,99.017,99.1372,99.5,below
SITE_F,availability_pct,2025-01-02 14:45:00,2025-01-02 15:45:00,5,1.25,98.832,99.2588,99.5,below
SITE_F,availability_pct,2025-01-01 17:15:00,2025-01-01 18:15:00,5,1.25,99.154,99.3058,99.5,below
SITE_F,availability_pct,2025-01-01 11:15:00,2025-01-01 12:15:00,5,1.25,99.1,99.2816,99.5,below
SITE_I,availability_pct,2025-01-03 11:15:00,2025-01-03 12:15:00,5,1.25,98.772,99.2438,99.5,below
SITE_I,availability_pct,2025-01-02 08:00:00,2025-01-02 09:00:00,5,1.25,99.273,99.3864,99.5,below
SITE_I,availability_pct,2025-01-02 04:30:00,2025-01-02 05:30:00,5,1.25,98.783,99.124,99.5,below
SITE_B,availability_pct,2025-01-06 06:45:00,2025-01-06 07:45:00,5,1.25,99.088,99.3424,99.5,below
SITE_K,availability_pct,2025-01-09 20:45:00,2025-01-09 21:45:00,5,1.25,99.261,99.3488,99.5,below
SITE_K,availability_pct,2025-01-06 14:15:00,2025-01-06 15:15:00,5,1.25,99.285,99.3962,99.5,below
SITE_K,availability_pct,2025-01-06 07:45:00,2025-01-06 08:45:00,5,1.25,98.93,99.313,99.5,below
SITE_K,availability_pct,2025-01-05 20:45:00,2025-01-05 21:45:00,5,1.25,98.947,99.2212,99.5,below
SITE_K,availability_pct,2025-01-05 12:45:00,2025-01-05 13:45:00,5,1.25,98.951,99.2702,99.5,below
SITE_K,availability_pct,2025-01-18 10:00:00,2025-01-18 11:00:00,5,1.25,99.108,99.26,99.5,below
